id,tag,timestamp,value
49500,Evaluate/mIoU,1713037360551,0.9127383232116699
50400,Evaluate/mIoU,1713037633351,0.9089135527610779
51300,Evaluate/mIoU,1713037906291,0.9133307933807373
52200,Evaluate/mIoU,1713038179172,0.9043290615081787
53100,Evaluate/mIoU,1713038451988,0.9068730473518372
54000,Evaluate/mIoU,1713038724710,0.8513172268867493
54900,Evaluate/mIoU,1713038997155,0.9070446491241455
55800,Evaluate/mIoU,1713039269898,0.9073173403739929
56700,Evaluate/mIoU,1713039542441,0.905698299407959
57600,Evaluate/mIoU,1713039814520,0.9119256138801575
58500,Evaluate/mIoU,1713040087684,0.9138679504394531
59400,Evaluate/mIoU,1713040360562,0.911642849445343
60300,Evaluate/mIoU,1713040633277,0.9165914058685303
61200,Evaluate/mIoU,1713040906152,0.916471004486084
62100,Evaluate/mIoU,1713041178526,0.9129750728607178
63000,Evaluate/mIoU,1713041451069,0.9018860459327698
63900,Evaluate/mIoU,1713041723696,0.9107959270477295
64800,Evaluate/mIoU,1713041996772,0.9078823924064636
65700,Evaluate/mIoU,1713042270305,0.9092654585838318
66600,Evaluate/mIoU,1713042543187,0.9111102223396301
67500,Evaluate/mIoU,1713042816152,0.9101002812385559
68400,Evaluate/mIoU,1713043089070,0.9192214608192444
69300,Evaluate/mIoU,1713043362178,0.9195318818092346
70200,Evaluate/mIoU,1713043635395,0.916975736618042
71100,Evaluate/mIoU,1713043908418,0.9197056293487549
72000,Evaluate/mIoU,1713044181312,0.920785129070282
72900,Evaluate/mIoU,1713044454149,0.9198636412620544
73800,Evaluate/mIoU,1713044726853,0.9183569550514221
74700,Evaluate/mIoU,1713044999998,0.910975456237793
75600,Evaluate/mIoU,1713045273051,0.9144949913024902
76500,Evaluate/mIoU,1713045545553,0.9113402962684631
77400,Evaluate/mIoU,1713045817937,0.9174322485923767
78300,Evaluate/mIoU,1713046090329,0.9155201315879822
79200,Evaluate/mIoU,1713046363451,0.9209780693054199
80100,Evaluate/mIoU,1713046636433,0.9232542514801025
81000,Evaluate/mIoU,1713046909196,0.9200255274772644
81900,Evaluate/mIoU,1713047182511,0.9217996597290039
82800,Evaluate/mIoU,1713047455283,0.9219314455986023
83700,Evaluate/mIoU,1713047728234,0.919722855091095
84600,Evaluate/mIoU,1713048001172,0.9220757484436035
85500,Evaluate/mIoU,1713048274090,0.917161226272583
86400,Evaluate/mIoU,1713048546729,0.9081107974052429
87300,Evaluate/mIoU,1713048819443,0.8992837071418762
88200,Evaluate/mIoU,1713049092474,0.9158690571784973
89100,Evaluate/mIoU,1713049365437,0.9177298545837402
90000,Evaluate/mIoU,1713049638261,0.9216091632843018
